age,workclass,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
-1.0571687220066297,0.0,-1.2366718268516794,0.0,0.0,0.0,0.0,-0.1462401642884219,-0.22031508721201057,-0.09986354543705414,0.0,0
-0.0764435663987772,0.0,-0.45125730342145925,0.0,0.0,1.0,0.0,-0.1462401642884219,-0.22031508721201057,0.7417530447586301,0.0,0
-0.8308475322509715,0.0,0.726864481723871,0.0,0.0,1.0,0.0,-0.1462401642884219,-0.22031508721201057,-0.09986354543705414,0.0,1
0.3761988131125394,0.0,-0.05855004170634918,0.0,0.0,1.0,0.0,0.8462903591820969,-0.22031508721201057,-0.09986354543705414,0.0,1
-0.3782051527396549,0.0,-1.6293790885667896,0.0,0.0,0.0,0.0,-0.1462401642884219,-0.22031508721201057,-0.9414801356327384,0.0,0
1.8095663482317086,0.0,1.9049862668692013,0.0,0.0,1.0,0.0,0.25436106026009786,-0.22031508721201057,-0.7731568175936016,0.0,1
-1.1326091185918492,0.0,-0.05855004170634918,0.0,0.0,0.0,1.0,-0.1462401642884219,-0.22031508721201057,-0.09986354543705414,0.0,0
1.206043175549953,0.0,-2.41479361199701,0.0,0.0,1.0,0.0,-0.1462401642884219,-0.22031508721201057,-2.6247133160241067,0.0,0
1.9604471414021474,0.0,-0.45125730342145925,0.0,0.0,1.0,0.0,0.6823317529376174,-0.22031508721201057,-0.09986354543705414,0.0,1
-0.22732435956921604,1.0,1.1195717434389811,0.0,1.0,1.0,0.0,-0.1462401642884219,-0.22031508721201057,-0.09986354543705414,0.0,0
-0.9817283254214103,0.0,-0.45125730342145925,0.0,1.0,0.0,1.0,-0.1462401642884219,-0.22031508721201057,-0.18402520445662257,0.0,0
0.6779603994534171,0.0,-0.45125730342145925,0.0,0.0,1.0,0.0,0.25436106026009786,-0.22031508721201057,0.5734297267194932,0.0,1
0.30075841652731994,0.0,1.512279005154091,0.0,0.0,1.0,0.0,-0.1462401642884219,-0.22031508721201057,0.7417530447586301,0.0,1
-1.4343707049327268,0.0,-0.05855004170634918,0.0,0.0,0.0,0.0,-0.1462401642884219,-0.22031508721201057,-1.3622884307305805,0.0,0
0.30075841652731994,0.0,-0.45125730342145925,0.0,1.0,0.0,1.0,-0.1462401642884219,-0.22031508721201057,-0.9414801356327384,0.0,0
-0.15188396298399662,0.0,-0.45125730342145925,0.0,0.0,0.0,1.0,-0.1462401642884219,-0.22031508721201057,-1.7830967258284227,0.0,0
-0.3782051527396549,0.0,1.1195717434389811,0.0,0.0,1.0,0.0,-0.1462401642884219,-0.22031508721201057,0.4892680676999248,0.0,1
-0.3782051527396549,0.0,-0.05855004170634918,0.0,0.0,0.0,1.0,-0.1462401642884219,-0.22031508721201057,-0.5206718405348962,0.0,0
-1.0571687220066297,0.0,1.1195717434389811,0.0,0.0,0.0,0.0,-0.1462401642884219,-0.22031508721201057,0.15262143162165115,0.0,0
