age,workclass,education-num,marital-status,occupation,relationship,sex,capital-gain,capital-loss,hours-per-week,native-country,income
0.024781731363760287,0.0,1.1202227418080866,0.0,1.0,0.0,0.0,0.1435686994322898,-0.21911094203593315,-0.09831588164316621,0.0,0
0.8704060945828626,0.0,1.1202227418080866,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,-2.3849676626972713,0.0,0
-0.052093210747067194,0.0,-0.4579330492693025,1.0,0.0,0.0,0.0,-0.1482919071356968,-0.21911094203593315,-0.09831588164316621,0.0,0
1.101030920915345,0.0,-1.2470109448079971,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,-0.09831588164316621,0.0,0
-0.820842631855342,0.0,1.1202227418080866,0.0,0.0,0.0,1.0,-0.1482919071356968,-0.21911094203593315,-0.09831588164316621,0.0,0
-0.12896815285789467,0.0,1.5147616895774338,0.0,0.0,0.0,1.0,-0.1482919071356968,-0.21911094203593315,-0.09831588164316621,0.0,0
0.7935311524720351,0.0,-2.0360888403466917,0.0,0.0,0.0,1.0,-0.1482919071356968,-0.21911094203593315,-2.1308952425801486,0.0,0
1.0241559788045176,0.0,-0.4579330492693025,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,0.32513815188537176,0.0,1
-0.5902178055228595,0.0,1.5147616895774338,0.0,0.0,0.0,1.0,1.7424922616331733,-0.21911094203593315,0.7485921854139097,0.0,1
0.2554065576962427,0.0,1.1202227418080866,0.0,0.0,1.0,0.0,0.5468572284710349,-0.21911094203593315,-0.09831588164316621,0.0,1
-0.12896815285789467,0.0,-0.06339410149995527,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,3.2893163865851376,0.0,1
-0.6670927476336871,0.0,1.1202227418080866,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,-0.09831588164316621,0.0,1
-1.2052173424094794,0.0,1.1202227418080866,0.0,1.0,0.0,1.0,-0.1482919071356968,-0.21911094203593315,-0.9452239487002422,0.0,0
-0.5133428634120321,0.0,0.7256837940387393,0.0,0.0,0.0,0.0,-0.1482919071356968,-0.21911094203593315,0.7485921854139097,0.0,0
-0.35959297919037714,0.0,-2.430627788116039,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,0.32513815188537176,0.0,0
-1.0514674581878245,0.0,-0.4579330492693025,0.0,0.0,0.0,0.0,-0.1482919071356968,-0.21911094203593315,-0.5217699151717042,0.0,0
-0.5133428634120321,0.0,-0.4579330492693025,0.0,0.0,0.0,0.0,-0.1482919071356968,-0.21911094203593315,-0.09831588164316621,0.0,0
-0.052093210747067194,0.0,-1.2470109448079971,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,0.7485921854139097,0.0,0
0.3322814998070702,0.0,1.5147616895774338,1.0,0.0,0.0,1.0,-0.1482919071356968,-0.21911094203593315,0.32513815188537176,0.0,1
0.10165667347458777,0.0,2.3038395851161284,0.0,0.0,1.0,0.0,-0.1482919071356968,-0.21911094203593315,1.5955002524709858,0.0,1
1.1779058630261725,0.0,-0.4579330492693025,0.0,0.0,0.0,1.0,-0.1482919071356968,-0.21911094203593315,-1.7921320157573182,0.0,0
